sampleid	Sample_Name	Feature_count	Condition	Field	Root_weight	GPSN	GPSW	Severity_plant	Severity_leaf	Nodules	Comments	Batch	Sample_or_control
NS.1671.002.FLD_ill_028_i7...IDT_i5_4.F3B7_16S_L001_R1_001.fastq.gz	F3B7	74184	Soil	3	NA	37,649649	-87,939032	NA	NA	Unknown	NA	6	Sample
NS.1671.002.FLD_ill_184_i7...IDT_i5_1.F3B8_16S_L001_R1_001.fastq.gz	F3B8	99215	Soil	3	NA	37,649649	-87,939032	NA	NA	Unknown	NA	4	Sample
NS.1671.002.FLD_ill_185_i7...IDT_i5_2.F3B9_16S_L001_R1_001.fastq.gz	F3B9	87372	Soil	3	NA	37,64961	-87,93852	NA	NA	Unknown	NA	4	Sample
NS.1671.002.FLD_ill_030_i7...IDT_i5_4.F4B1_16S_L001_R1_001.fastq.gz	F4B1	62990	Soil	4	NA	37,728131	-87,946365	NA	NA	Unknown	NA	6	Sample
NS.1671.002.FLD_ill_191_i7...IDT_i5_2.F4B10_16S_L001_R1_001.fastq.gz	F4B10	86557	Soil	4	NA	37,727339	-87,945323	NA	NA	Unknown	NA	4	Sample
NS.1671.002.FLD_ill_186_i7...IDT_i5_2.F4B2_16S_L001_R1_001.fastq.gz	F4B2	78987	Soil	4	NA	37,72826	-87,946225	NA	NA	Unknown	NA	4	Sample
NS.1671.002.FLD_ill_031_i7...IDT_i5_4.F4B3_16S_L001_R1_001.fastq.gz	F4B3	55862	Soil	4	NA	37,728074	-87,946045	NA	NA	Unknown	NA	6	Sample
NS.1671.002.FLD_ill_187_i7...IDT_i5_2.F4B4_16S_L001_R1_001.fastq.gz	F4B4	91128	Soil	4	NA	37,727827	-87,945811	NA	NA	Unknown	NA	4	Sample
NS.1671.002.FLD_ill_032_i7...IDT_i5_4.F4B5_16S_L001_R1_001.fastq.gz	F4B5	57075	Soil	4	NA	37,72759	-87,94582	NA	NA	Unknown	NA	6	Sample
NS.1671.002.FLD_ill_188_i7...IDT_i5_2.F4B6_16S_L001_R1_001.fastq.gz	F4B6	97133	Soil	4	NA	37,727444	-87,945605	NA	NA	Unknown	NA	4	Sample
NS.1671.002.FLD_ill_189_i7...IDT_i5_2.F4B7_16S_L001_R1_001.fastq.gz	F4B7	104863	Soil	4	NA	37,727759	-87,945329	NA	NA	Unknown	NA	4	Sample
NS.1671.002.FLD_ill_190_i7...IDT_i5_2.F4B8_16S_L001_R1_001.fastq.gz	F4B8	92246	Soil	4	NA	37,727759	-87,945329	NA	NA	Unknown	NA	4	Sample
NS.1671.002.FLD_ill_033_i7...IDT_i5_5.F4B9_16S_L001_R1_001.fastq.gz	F4B9	82367	Soil	4	NA	37,727339	-87,945323	NA	NA	Unknown	NA	6	Sample
